# CGHS rates for treatment at healthcare organisations, Tier I (X) cities, semi private ward.
# Source: Office Memorandum F.No.5-16/CGHS(HQ)/HEC/2024(PartI) dated 03.10.2025, Annexure I (A),
#         effective 13.10.2025, as published by the Directorate General of Health Services, Delhi:
#         https://dgehs.delhi.gov.in/sites/default/files/inline-files/cghs_rate.pdf
# Source file SHA-256: 964b42f58eb0852d93293a658a183cceaafae33ba30a892979262c21695b9746
# Extracted 2026-09-25: 1998 rows, serial numbers 1 to 1998 without gaps, every rate cross checked
# against the source text. Delhi is a Tier I (X) city. Rates in rupees.
sr,code,name,speciality,non_nabh,nabh,super_speciality
1809,NS068,"Endoscopic discectomy (Lumbar, Cervical)",Neuro-Surgery Procedure,53550,63000,72450
1810,NS069,Aneurysm coiling (Endovascular),Neuro-Surgery Procedure,53550,63000,72450
1811,NS070,Surgery for Skull Fractures,Neuro-Surgery Procedure,64600,76000,87400
1812,NS071,Carpel Tunnel decompression,Neuro-Surgery Procedure,36550,43000,49450
1813,NS072,Clipping of intracranial aneurysm,Neuro-Surgery Procedure,69700,82000,94300
1814,NS073,Surgery for intracranial Arteriovenous malformations (AVM),Neuro-Surgery Procedure,82450,97000,111550
1815,NS074,Foramen magnum decompression for Chiari Malformation,Neuro-Surgery Procedure,109650,129000,148350
1816,NS075,Dorsal column stimulation for backache in failed back syndrome,Neuro-Surgery Procedure,53550,63000,72450
1817,NS076,Surgery for recurrent disc prolapse/epidural fibrosis,Neuro-Surgery Procedure,53550,63000,72450
1818,NS077,Decompressive craniotomy for hemispherical acute subdural haematoma/ brain swelling/large infarct,Neuro-Surgery Procedure,69700,82000,94300
1819,NS078,Intra-arterial thrombolysis with Tissue Plasminogen Activator (TPA) (for ischemic stroke ),Neuro-Surgery Procedure,29750,35000,40250
1820,NS079,Stereotactic aspiration of intracerebral haematoma,Neuro-Surgery Procedure,64600,76000,87400
1821,NS080,Endoscopic aspiration of intracerebellar haematoma,Neuro-Surgery Procedure,64600,76000,87400
1822,NS081,Stereotactic Radiosurgery for brain pathology (X knife/Gamma) - ONE session,Neuro-Surgery Procedure,45050,53000,60950
1823,NS082,Stereotactic Radiosurgery for brain pathology (X knife / Gamma knife -Two or more sessions),Neuro-Surgery Procedure,64600,76000,87400
1824,NS083,Battery Placement for Deep Brain Stimulation (DBS),Neuro-Surgery Procedure,29750,35000,40250
1825,NS084,Baclofen pump implantation for spasticity/Intra-thecal Pump Implantation,Neuro-Surgery Procedure,29750,35000,40250
1826,NS085,Surgery for Scalp Arteriovenous Malformations (AVMs),Neuro-Surgery Procedure,53550,63000,72450
1827,NS086,Kyphoplasty excluding the cost of implants,Neuro-Surgery Procedure,45050,53000,60950
1828,NS087,Balloon Kyphoplasty,Neuro-Surgery Procedure,53550,63000,72450
1829,NS088,"Lesioning procedures for Parkinson's disease,Dystonia etc.",Neuro-Surgery Procedure,45050,53000,60950
1830,OR001,Joints Aspiration,Orthopaedics Procedure,1360,1600,1600
1831,OR002,Plaster Work,Orthopaedics Procedure,4250,5000,5000
1832,OR003,Fingers (post slab),Orthopaedics Procedure,850,1000,1000
1833,OR004,Fingers full plaster,Orthopaedics Procedure,1275,1500,1500
1834,OR005,Colles Fracture - Below elbow,Orthopaedics Procedure,5100,6000,6000
1835,OR006,Colles Fracture - Full plaster,Orthopaedics Procedure,3825,4500,4500
1836,OR007,Colles fracture Ant. Or post. slab,Orthopaedics Procedure,2550,3000,3000
1837,OR008,Above elbow full plaster,Orthopaedics Procedure,3400,4000,4000
1838,OR009,Above Knee post-slab,Orthopaedics Procedure,2550,3000,3000
1839,OR010,Below Knee full plaster,Orthopaedics Procedure,3400,4000,4000
1840,OR011,Below Knee post-slab,Orthopaedics Procedure,4250,5000,5000
1841,OR012,Tube Plaster (or plaster cylinder),Orthopaedics Procedure,4250,5000,5000
1842,OR013,Above knee full plaster,Orthopaedics Procedure,4250,5000,5000
1843,OR014,Above knee full slab,Orthopaedics Procedure,2975,3500,3500
1844,OR015,Minerva Jacket,Orthopaedics Procedure,7820,9200,9200
1845,OR016,Plaster Jacket,Orthopaedics Procedure,5100,6000,6000
1846,OR017,Shoulder spica,Orthopaedics Procedure,7225,8500,8500
1847,OR018,Single Hip spica,Orthopaedics Procedure,5950,7000,7000
1848,OR019,Double Hip spica,Orthopaedics Procedure,7225,8500,8500
1849,OR020,Strapping of Finger,Orthopaedics Procedure,425,500,500
1850,OR021,Strapping of Toes,Orthopaedics Procedure,510,600,600
1851,OR022,Strapping of Wrist,Orthopaedics Procedure,638,750,750
1852,OR023,Strapping of Elbow,Orthopaedics Procedure,1275,1500,1500
1853,OR024,Strapping of Knee,Orthopaedics Procedure,850,1000,1000
1854,OR025,Strapping of Ankle,Orthopaedics Procedure,680,800,800
1855,OR026,Strapping of Chest,Orthopaedics Procedure,1275,1500,1500
1856,OR027,Strapping of Shoulder,Orthopaedics Procedure,1275,1500,1500
1857,OR028,Figure of 8 bandage,Orthopaedics Procedure,850,1000,1000
1858,OR029,Collar and cuff sling,Orthopaedics Procedure,425,500,500
1859,OR030,Ball bandage,Orthopaedics Procedure,680,800,800
1860,OR031,Application of POP Casts for Upper & Lower Limbs,Orthopaedics Procedure,5100,6000,6000
1861,OR032,Application of Functional Cast Brace,Orthopaedics Procedure,3400,4000,4000
1862,OR033,Application of Skin Traction,Orthopaedics Procedure,2125,2500,2500
1863,OR034,Application of Skeletal Tractions,Orthopaedics Procedure,5100,6000,6000
1864,OR035,Bandage & Strappings for Fractures,Orthopaedics Procedure,1700,2000,2000
1865,OR036,Aspiration & Intra Articular Injections,Orthopaedics Procedure,4250,5000,5000
1866,OR037,Application of POP Spices & Jackets,Orthopaedics Procedure,5100,6000,6000
1867,OR038,Close Reduction of Fractures of Limb & POP,Orthopaedics Procedure,11390,13400,13400
1868,OR039,Open Reduction & Internal Fixation (ORIF) of Fingers & Toes,Orthopaedics Procedure,17000,20000,20000
1869,OR040,Open Reduction of fracture of Long Bones of Upper / Lower Limb -Nailing & External Fixation,Orthopaedics Procedure,36550,43000,43000
1870,OR041,Open Reduction of fracture of Long Bones of Upper /Lower Limb -AO Procedures,Orthopaedics Procedure,36550,43000,43000
1871,OR042,Tension Band Wirings,Orthopaedics Procedure,23375,27500,27500
1872,OR043,Bone Grafting,Orthopaedics Procedure,23375,27500,27500
1873,OR044,Excision or other Operations for Scaphoid Fractures,Orthopaedics Procedure,29750,35000,35000
1874,OR045,Sequestrectomy & Saucerisation,Orthopaedics Procedure,29750,35000,35000
1875,OR046,Sequestrectomy & Saucerizations -Arthrotomy,Orthopaedics Procedure,29750,35000,35000
1876,OR047,Multiple Pinning Fracture Neck Femur,Orthopaedics Procedure,45050,53000,53000
1877,OR048,Plate Fixations for Fracture Neck Femur,Orthopaedics Procedure,45050,53000,53000
1878,OR049,AO Compression Procedures for Fracture Neck Femur,Orthopaedics Procedure,45050,53000,53000
1879,OR050,Open Reduction of Fracture Neck Femur Muscle Pedicle Graft and Internal Fixations,Orthopaedics Procedure,45050,53000,53000
1880,OR051,Close Reduction of Dislocations,Orthopaedics Procedure,17000,20000,20000
1881,OR052,Open Reduction of Dislocations,Orthopaedics Procedure,29750,35000,35000
1882,OR053,Open Reduction & Internal Fixation (ORIF) of Fracture Dislocation,Orthopaedics Procedure,36550,43000,43000
1883,OR054,Neurolysis/Nerve repair,Orthopaedics Procedure,36550,43000,43000
1884,OR055,Nerve Repair with Grafting,Orthopaedics Procedure,53550,63000,63000
1885,OR056,Tendon with Transplant or Graft,Orthopaedics Procedure,36550,43000,43000
1886,OR057,Tendon Lengthening/Tendon repair,Orthopaedics Procedure,23375,27500,27500
1887,OR058,Tendon Transfer,Orthopaedics Procedure,29750,35000,35000
1888,OR059,Split Osteotomy and Internal Fixations,Orthopaedics Procedure,45050,53000,53000
1889,OR060,Anterolateral decompression for tuberculosis/ Costo-Transversectomy,Orthopaedics Procedure,36550,43000,43000
1890,OR061,Anterolateral Decompression and Spine Fusion,Orthopaedics Procedure,53550,63000,63000
1891,OR062,Corrective Osteotomy & Internal Fixation- short bones,Orthopaedics Procedure,29750,35000,35000
1892,OR063,Corrective Osteotomy & Internal Fixation- long bones,Orthopaedics Procedure,36550,43000,43000
1893,OR064,Arthrodesis of - Minor Joints,Orthopaedics Procedure,29750,35000,35000
1894,OR065,Arthrodesis of - Major Joints,Orthopaedics Procedure,36550,43000,43000
1895,OR066,Soft Tissue Operations for Congenital Talipes Equinovarus (CTEV),Orthopaedics Procedure,29750,35000,35000
1896,OR067,Hemiarthroplasty- Hip,Orthopaedics Procedure,53550,63000,63000
1897,OR068,Hemiarthroplasty- Shoulder,Orthopaedics Procedure,45050,53000,53000
1898,OR069,Operations for Brachial Plexus & Cervical Rib,Orthopaedics Procedure,64600,76000,76000
1899,OR070,Amputations - Below Knee,Orthopaedics Procedure,36550,43000,43000
1900,OR071,Amputations - Below Elbow,Orthopaedics Procedure,29750,35000,35000
1901,OR072,Amputations - Above Knee,Orthopaedics Procedure,45050,53000,53000
1902,OR073,Amputations - Above Elbow,Orthopaedics Procedure,36550,43000,43000
1903,OR074,Amputations - Forequarter,Orthopaedics Procedure,53550,63000,63000
1904,OR075,Amputations -Hind Quarter and Hemipelvectomy,Orthopaedics Procedure,64600,76000,76000
1905,OR076,Disarticulations - Major joint,Orthopaedics Procedure,36550,43000,43000
1906,OR077,Disarticulations - Minor joint,Orthopaedics Procedure,29750,35000,35000
1907,OR078,Arthrography,Orthopaedics Investigation,17000,20000,20000
1908,OR079,Arthroscopy - Diagnostic,Orthopaedics Procedure,29750,35000,35000
1909,OR080,Arthroscopy-therapeutic: without implant,Orthopaedics Procedure,36550,43000,43000
1910,OR081,Arthroscopy-therapeutic: with implant,Orthopaedics Procedure,45050,53000,53000
1911,OR082,Soft Tissue Operation on Joints -Small,Orthopaedics Procedure,23375,27500,27500
1912,OR083,Soft Tissue Operation on Joints -Large,Orthopaedics Procedure,36550,43000,43000
1913,OR084,Myocutaneous and Fasciocutaneous Flap Procedures for Limbs,Orthopaedics Procedure,45050,53000,53000
1914,OR085,Removal of Wires & Screw,Orthopaedics Procedure,11390,13400,13400
1915,OR086,Removal of Plates,Orthopaedics Procedure,23375,27500,27500
1916,OR087,Total Hip Replacement (THR),Orthopaedics Procedure,109650,129000,148350
1917,OR088,Total Ankle Joint Replacement (TAR) - Unilateral,Orthopaedics Procedure,109650,129000,148350
1918,OR089,Total Knee Joint Replacement (TKR) - Unilateral,Orthopaedics Procedure,129200,152000,174800
1919,OR090,Total Shoulder Joint Replacement - Unilateral,Orthopaedics Procedure,109650,129000,148350
1920,OR091,Total Elbow Joint Replacement - Unilateral,Orthopaedics Procedure,93500,110000,126500
1921,OR092,Total Wrist Joint Replacement - Unilateral,Orthopaedics Procedure,109650,129000,148350
1922,OR093,Total Finger Joint Replacement,Orthopaedics Procedure,53550,63000,72450
1923,OR094,Tubular external fixator,Orthopaedics Procedure,29750,35000,35000
1924,OR095,Ilizarov's External Fixator,Orthopaedics Procedure,45050,53000,53000
1925,OR096,Pelvi-acetabular fracture -Internal fixation,Orthopaedics Procedure,53550,63000,63000
1926,OR097,Meniscectomy,Orthopaedics Procedure,45050,53000,53000
1927,OR098,Meniscus Repair,Orthopaedics Procedure,53550,63000,63000
1928,OR099,Anterior Cruciate Ligament (ACL) Reconstruction,Orthopaedics Procedure,53550,63000,63000
1929,OR100,Posterior Cruciate Ligament (PCL) Reconstruction,Orthopaedics Procedure,64600,76000,76000
1930,OR101,Knee Collateral Ligament Reconstruction,Orthopaedics Procedure,64600,76000,76000
1931,OR102,Bankart Repair Shoulder,Orthopaedics Procedure,53550,63000,63000
1932,OR103,Rotator cuff repair / RC repair,Orthopaedics Procedure,53550,63000,63000
1933,OR104,Biceps Tenodesis,Orthopaedics Procedure,45050,53000,53000
1934,OR105,Distal biceps tendon repair,Orthopaedics Procedure,45050,53000,53000
1935,OR106,Arthrolysis of knee,Orthopaedics Procedure,45050,53000,53000
1936,OR107,Capsulotomy of Shoulder,Orthopaedics Procedure,45050,53000,53000
1937,OR108,Conservative Plaster of Paris (POP),Orthopaedics Procedure,3400,4000,4000
1938,OR109,Application for CTEV per sitting,Orthopaedics Procedure,7225,8500,8500
1939,OR110,Total Hip Replacement (THR) Revision Stage-I,Orthopaedics Procedure,82450,97000,111550
1940,OR111,Total Hip Replacement (THR) Revision Stage-II,Orthopaedics Procedure,109650,129000,148350
1941,OR112,Total Knee Replacement (TKR) Revision Stage-I,Orthopaedics Procedure,82450,97000,111550
1942,OR113,Total Knee Replacement (TKR) Revision Stage-II,Orthopaedics Procedure,109650,129000,148350
1943,OR114,Illizarov/ external fixation for limb lengthening/deformity correction,Orthopaedics Procedure,53550,63000,63000
1944,OR115,Discectomy/ Micro Discectomy,Orthopaedics Procedure,69700,82000,82000
1945,OR116,Spinal Fixation Cervical/dorsolumbar/ lumbosacral,Orthopaedics Procedure,129200,152000,152000
1946,OR117,Fusion Surgery Cervical/ Lumbar Spine up to 2 Level,Orthopaedics Procedure,53550,63000,63000
1947,OR118,Spinal Fusion Surgery Cervical/ Lumbar Spine -More than 2 Level,Orthopaedics Procedure,69700,82000,82000
1948,OR119,Scoliosis Surgery/ Deformity Correction of Spine,Orthopaedics Procedure,82450,97000,97000
1949,OR120,Vertebroplasty,Orthopaedics Procedure,64600,76000,76000
1950,OR121,Spinal Injections,Orthopaedics Procedure,4250,5000,5000
1951,OR122,Dynamic Hip Screw (DHS) for Fracture Neck Femur,Orthopaedics Procedure,45050,53000,53000
1952,OR123,Proximal Femur Nail (PFN) for IT fracture (Intertrochanteric Fractures),Orthopaedics Procedure,45050,53000,53000
1953,OR124,Spinal Osteotomy,Orthopaedics Procedure,45050,53000,53000
1954,OR125,Illizarov's / External Fixation for Trauma,Orthopaedics Procedure,45050,53000,53000
1955,OR126,Soft Tissue Operations for Polio/ Cerebral Palsy,Orthopaedics Procedure,29750,35000,35000
1956,OR127,Mini Fixator for Hand/Foot,Orthopaedics Procedure,29750,35000,35000
1957,BP001,Injection of Keloids - Ganglion,Burns And Plastic Surgery Procedure,3400,4000,4000
1958,BP002,Injection of Keloids - Haemangioma,Burns And Plastic Surgery Procedure,3400,4000,4000
1959,BP003,Free Grafts - Wolfe Grafts,Burns And Plastic Surgery Procedure,17000,20000,23000
1960,BP004,Free Grafts - Thiersch- Small Area 5%,Burns And Plastic Surgery Procedure,17000,20000,23000
1961,BP005,Free Grafts - Large Area 10%,Burns And Plastic Surgery Procedure,29750,35000,40250
1962,BP006,Free Grafts - Very Large Area 20% and above.,Burns And Plastic Surgery Procedure,36550,43000,49450
1963,BP007,Skin Flaps - Rotation Flaps,Burns And Plastic Surgery Procedure,23375,27500,31625
1964,BP008,Skin Flaps - Advancement Flaps,Burns And Plastic Surgery Procedure,29750,35000,40250
1965,BP009,Skin Flaps - Direct- cross Leg Flaps- Cross Arm Flap,Burns And Plastic Surgery Procedure,36550,43000,49450
1966,BP010,Skin Flaps - Cross Finger,Burns And Plastic Surgery Procedure,29750,35000,40250
1967,BP011,Skin Flaps - Abdominal,Burns And Plastic Surgery Procedure,29750,35000,40250
1968,BP012,Skin Flaps - Thoracic,Burns And Plastic Surgery Procedure,23375,27500,31625
1969,BP013,Skin Flaps - Arm Etc.,Burns And Plastic Surgery Procedure,23375,27500,31625
1970,BP014,Subcutaneous Pedicle Flaps Raising,Burns And Plastic Surgery Procedure,23375,27500,31625
1971,BP015,Subcutaneous Pedicle Flaps Delay,Burns And Plastic Surgery Procedure,23375,27500,31625
1972,BP016,Subcutaneous Pedicle Flaps Transfer,Burns And Plastic Surgery Procedure,23375,27500,31625
1973,BP017,Cartilage Grafting,Burns And Plastic Surgery Procedure,36550,43000,49450
1974,BP018,Cleft Lip - Repair.,Burns And Plastic Surgery Procedure,29750,35000,40250
1975,BP019,Cleft Palate Repair,Burns And Plastic Surgery Procedure,36550,43000,49450
1976,BP020,Primary Bone Grafting for Alveolar Cleft in Cleft Lip,Burns And Plastic Surgery Procedure,36550,43000,49450
1977,BP021,Secondary Surgery for Cleft Lip Deformity,Burns And Plastic Surgery Procedure,36550,43000,49450
1978,BP022,Secondary Surgery for Cleft Palate,Burns And Plastic Surgery Procedure,36550,43000,49450
1979,BP023,Reconstruction of Eyelid Defects - Minor,Burns And Plastic Surgery Procedure,23375,27500,31625
1980,BP024,Reconstruction of Eyelid Defects - Major,Burns And Plastic Surgery Procedure,29750,35000,40250
1981,BP025,Plastic Surgery of Different Regions of the Ear -Minor,Burns And Plastic Surgery Procedure,29750,35000,40250
1982,BP026,Plastic Surgery of Different Regions of the Ear -Major,Burns And Plastic Surgery Procedure,36550,43000,49450
1983,BP027,Plastic Surgery of the Nose - Minor,Burns And Plastic Surgery Procedure,23375,27500,31625
1984,BP028,Plastic Surgery of the Nose - Major,Burns And Plastic Surgery Procedure,36550,43000,49450
1985,BP029,Plastic Surgery for Facial Paralysis (Support with Reanimation),Burns And Plastic Surgery Procedure,36550,43000,49450
1986,BP030,After Mastectomy (Reconstruction) Mammoplasty,Burns And Plastic Surgery Procedure,36550,43000,49450
1987,BP031,Syndactyly Repair,Burns And Plastic Surgery Procedure,29750,35000,40250
1988,BP032,Dermabrasion Face,Burns And Plastic Surgery Procedure,36550,43000,49450
1989,BP033,Flap Reconstructive Surgery - Head and Neck,Burns and Plastic Surgery,53550,63000,72450
1990,BP034,up to 30% Burns 1st Dressing,Burns And Plastic Surgery Procedure,2550,3000,3000
1991,BP035,up to 30% Burns Subsequent Dressing,Burns And Plastic Surgery Procedure,2125,2500,2500
1992,BP036,30% to 50% Burns 1st Dressing,Burns And Plastic Surgery Procedure,4250,5000,5000
1993,BP037,30% to 50% Burns Subsequent Dressing,Burns And Plastic Surgery Procedure,2975,3500,3500
1994,BP038,Extensive Burn -above 50% Frist Dressing,Burns And Plastic Surgery Procedure,5100,6000,6000
1995,BP039,Extensive Burn -above 50% Subsequent dressing,Burns And Plastic Surgery Procedure,2975,3500,3500
1996,BP040,VAC Therapy/Dressing including all Consumables,Burns And Plastic Surgery Procedure,8500,10000,10000
1997,HC001,"Annual Health Check-up - CCS Group A Officer of above 40 years of age / Pensioner primary card holder 75 years of age and above-Male,",Annual Health Check-up,2000,2000,2000
1998,HC002,Annual Health Check-up - CCS Group A Officer of above 40 years of age / Pensioner primary card holder 75 years of age and above - Female,Annual Health Check-up,2200,2200,2200
